id,intent,text
7684,svn,Recover empty SVN DB file
7685,oracle,Oracle 8i Query Help
7686,osx,Get file creation time with Python on Mac
7687,ajax,AJAX and how to best deal with it server side in PHP
7688,svn,Multi-domain Subversion Deployment on Media Temple DV
7689,osx,What's the best Mac custom disk image creation app?
7690,haskell,Sparse arrays in Haskell?
7691,osx,where to find A mac virtual machine which i can run on windows to test my websites?
7692,sharepoint,"Silverlight WCF client, sharepoint web services go silent"
7693,qt,QListView/QListWidget with custom items
7694,ajax,Best Technologies for AJAX Web Development
7695,ajax,How to prevent Ajax/javascript result cashing in browsers?
7696,sharepoint,Integrating Instant Messaging into SharePoint!
7697,excel,What causes Error 70 in Excel VBA?
7698,cocoa,"Object communication - Passing self to another object / Objective-C, Cocoa"
7699,oracle,Oracle Database character set issue with the audit tables on Debian
7700,cocoa,Notification of WebView's selection change
7701,scala,scala Map filterKeys: Projection cannot be assigned to a Map reference
7702,svn,how do I integrate a branch into a trunk if the folder structure has changed?
7703,cocoa,"How can I set a ""hidden"" attribute for text inside NSAttributedString?"
7704,scala,scala collection.Map cannot be added to
7705,linq,How do you do a join in LinqToSQL?
7706,sharepoint,How do i represent an image through CAML?
7707,svn,SVN\Tortoise painfully slow
7708,svn,Subversion for SourceSafe users
7709,magento,"Setting a global variable in Magento, the GUI way?"
7710,oracle,Oracle Differences between NVL and Coalesce
7711,oracle,how to change a column's attribute without affecting the values already present?
7712,linq,How do I tell LINQ to ignore attributes that don't exist?
7713,sharepoint,SPListItem in FormsLib does not handle blank values
7714,spring,spring JDBC
7715,drupal,Blank arguments in Drupal view not working
7716,oracle,Oracle .NET error - Wrong number or type of arguments
7717,sharepoint,Sharepoint Lists.asmx: query returns deleted items?
7718,spring,@Secured()      is there any statement show on log...?
7719,ajax,"Ajax request parametors, what am I doign wrong?"
7720,haskell,Haskell graph drawing on Windows
7721,svn,svn ignore without deleting files?
7722,oracle,how to write a pl/sql code block that prints out contents of cursor that is out parameter from stored proc
7723,bash,How to debug a bash script?
7724,osx,Leopard Terminal (and iTerm) Ignores Control Key Combos
7725,hibernate,Hibernate mapping a second @Embeddable field in a subclass
7726,ajax,How can you push data to a web page client?
7727,drupal,XDebug produces corrupted files
7728,sharepoint,Feeding a SharePoint Document Library Documents Stored on a Network Share
7729,oracle,"In Oracle, is there a function that calculates the difference between two Dates?"
7730,cocoa,How do I bind the enabled binding of a button to whether or not an NSArrayController has a selection?
7731,drupal,Drupal user_hook in custom module
7732,oracle,Oracle Financials GL Import
7733,haskell,Exemplary Haskell Game Code
7734,osx,Editing large files on Mac OS X
7735,sharepoint,Different between AddRole and AddRoleDef in SharePoint usergroup.asmx?
7736,linq,IDictionary is Linq friendly? C# 3.0
7737,linq,Linq Compiled Query using Contains (Like SQLs IN statement)
7738,cocoa,Update bound dictionary based on NSTextFieldCell's edited value
7739,sharepoint,Accessing SPWorkflowStatus from an SPListItem
7740,excel,Sort Excel Grouped Rows
7741,ajax,Is it normal to have a short delay after .innerHTML = xmlhttp.responseText; ?
7742,svn,Problem connecting to SVN repository
7743,linq,How unique is LINQ?
7744,scala,Code Coverage Tools for Scala
7745,sharepoint,"How do I define a search scope ""Display Group"" for a Site definition"
7746,wordpress,Wordpress style stats for regular pages
7747,scala,Set that match both arrays in Scala
7748,ajax,How to check if an ajax function is busy from a previouse call
7749,scala,Does this Scala actor block when creating new actor in a handler?
7750,apache,"How to keep a text file readable just from php and python, and not by users?"
7751,apache,Apache logs -- what is difference between %a and %h?
7752,svn,Migrating complex SVN branch hierarchy to Mercurial
7753,osx,MacBook Trackpad Gestures: Move active Window
7754,ajax,Refreshing a Table Column via Ajax
7755,qt,Thread id in QT
7756,spring,"Spring, JDBC & MultiThreading"
7757,magento,Problems calling magento API with C#
7758,apache,Can I do this? Apache + mod_jk + Tomcat + Axis
7759,haskell,specialization in type classes using ghc
7760,sharepoint,Sharepoint - Permissions?
7761,oracle,SQL for listing Oracle Stored Procedures
7762,svn,Ever need to parse the svn log for files committed by a particular user since a certain date?
7763,sharepoint,How to edit default.aspx on SharePoint site without SharePoint Designer
7764,svn,Subversion: error on checkout - Mac OS 10.5
7765,wordpress,auto assign thumbnail to new wordpress category
7766,oracle,nHibernate SchemaUpdate Failing
7767,apache,Apache + Tomcat: Using mod_proxy instead of AJP
7768,svn,Can I combine multiple SVN directories into another single directory using externals?
7769,svn,Set up a specific SVN Repository
7770,apache,Disable Trinidad skins
7771,sharepoint,How does SharePoint Deployment Services actually work?
7772,spring,Easiest way to add GWT to a Spring MVC application?
7773,cocoa,How do I create a lock/unlock button and behavior in my secure preference pane?
7774,wordpress,wordpress wp_list_categories() help
7775,osx,How to set up USB CDC drivers on Mac OS X?
7776,sharepoint,store data in a list definition sharepoint
7777,spring,Q about AbstractApplicationContext.getBeansOfType() and getBean()
7778,svn,SQL scripts under Subversion
7779,svn,Help with SVN Setup
7780,ajax,Can someone please tell me what AJAX really is?
7781,linq,How can I use linq to sort by multiple fields?
7782,hibernate,Hibernate Table per Hierarchy How to
7783,linq,Are the following Lambda and Linq expressions equivalent?
7784,haskell,"what is a ""Spark"" in haskell"
7785,cocoa,Using NSPredicate to filter an NSArray based on NSDictionary keys
7786,svn,In what OS should I host subversion?
7787,ajax,Ajax Returns Random Values?
7788,cocoa,Cocoa Utility Class
7789,oracle,Restore and Recovery Scenario
7790,apache,HOWTO transfer a request made to an Apache server to an IIS server without using a URL redirect?
7791,scala,How to write Tetris in Scala? (code review)
7792,sharepoint,When is the cache updated in the CrossListQueryCache?
7793,spring,Short way of making many beans depend-on one bean
7794,svn,Failing to ignore svn-controlled directory when doing svn update
7795,svn,SVN analysis tool
7796,drupal,does it worth to use MYSQLI_CLIENT_COMPRESS when the db is on another machine ?
7797,svn,SVN - Permission Denied
7798,qt,how can I add a QMenu and QMenuItems to a window from Qt Designer
7799,cocoa,Profiling Objective-C binary image size
7800,osx,How can I create a 'source list' on Mac OS X?
7801,oracle,Mapping an Oracle Date to a Java object using Hibernate
7802,hibernate,Expressions in hibernate criteria
7803,ajax,AJAX Alert Box with visitor memory - any examples?
7804,hibernate,Proper way of writing a HQL in ( ... ) query
7805,cocoa,How would you make the text in a checkbox cell be able to be edited?
7806,bash,Redirecting StdErr to a Variable in a Bash Script
7807,svn,Where to manage the most sensitive content you have under version control?
7808,oracle,Oracle BPM Ajax to Fuego Object
7809,wordpress,wordpress get_categories() issue
7810,sharepoint,Create wiki pages on sharepoint with web services
7811,svn,Branching from deleted path in svn
7812,apache,Combining mod_access and mod_auth
7813,oracle,Oracle: symbolic names and logical grouping for ORA-XXXXX codes?
7814,cocoa,how to get the image of MAC System icon in Finder?
7815,spring,gwt+grail.. advantages and shortcomings..
7816,scala,Handling properties in Scala
7817,excel,Excel Objext in asp.net
7818,matlab,"How do I plot to an image and save result without displaying it, in matlab"
7819,sharepoint,In a meeting workspace get all agenda items from a list programmatically.
7820,drupal,Drupal node_seach
7821,svn,How to use Svn and Perforce simultaneously
7822,linq,My O/R Designer keeps deleting the designer.cs file!
7823,oracle,Lost RPC connection to remote Agent error with Oracle connected to Informix
7824,excel,Creating an Excel SpreadsheetML in code. (Without Excel!)
7825,osx,Mac OS replace ';' with new line on text file
7826,cocoa,OSX Audio Hijack style audio recording from other applications (cocoa)
7827,bash,Extract filename and extension in bash
7828,hibernate,How to lazy load a one-to-one composition via hql
7829,oracle,Can Ruby on Rails connect to Oracle/RDB on Mac OS X or Windows?
7830,sharepoint,sharepoint -use a lookup field to get an image
7831,excel,Shared Worksheet with Macros in Excel 2003
7832,osx,Get text field info out of loaded webpage - Mac OS X Development
7833,oracle,Keeping tables synchronized in Oracle
7834,excel,"How do I reference a ""subset"" or cells in an Excel Named Range?"
7835,svn,How to quickly search a subversion repository?
7836,ajax,Is it possible to cache a whole website including start html page and startup with no internet connection?
7837,sharepoint,CAML query to add a ListItem in Sharepoint
7838,cocoa,Background image for a window in cocoA framework
7839,cocoa,How to get notifications of NSView isHidden changes?
7840,cocoa,How would you put an Image next to a text cell for only parent rows in an outline view?
7841,sharepoint,How to allow Users to request access to a particular document in SharePoint?
7842,linq,Conditional Group By statement using LINQ
7843,bash,How to produce range with step n in bash?
7844,drupal,Drupal 6 Views - Left Join issues
7845,osx,How do I log to file on the Mac (similar to log4net)
7846,linq,Generic Linq ordering function?
7847,qt,Show window in Qt without stealing focus
7848,wordpress,Trying to create a class for relating images in Wordpress
7849,apache,Apache .htaccess file redirect
7850,wordpress,Can I use a wordpress theme in new php pages?
7851,linq,GroupBy with linq method syntax (not query syntax)
7852,qt,"Portable way to ""fork()""  in QT application?"
7853,oracle,Connect to a secure database using JDBC
7854,qt,New Qt Directory is not valid
7855,sharepoint,Accessing list data from a different site in Sharepoint Designer workflow
7856,oracle,Oracle SQL Expert Certification 1Z0-047
7857,cocoa,Cocoa: filling an NSBezierPath with an image
7858,oracle,Testing for a valid date in a oracle procedure's parameter
7859,cocoa,Cocoa bindings: custom setter methods?
7860,bash,Bash date/time arithmetic
7861,spring,multiple security:custom-authentication-provider
7862,qt,Creating executable for windows using QT program in Linux
7863,linq,Linq query with group and condition
7864,haskell,Haskell: Show screwed up?
7865,oracle,oracle pl/sql ora-01722 error
7866,linq,Linq Selecting Distinct From Four IEnumerable Lists
